"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"95333",1,0,0,1,1,0,1,0,1,2
"95334",8,5,4,8,5,9,5,5,15,13
"95335",0,1,2,0,1,1,2,4,2,5
"95336",2,5,2,2,4,5,4,6,6,7
"95337",2,3,2,1,3,2,1,3,3,3
"95338",2,1,1,3,2,6,2,2,7,2
"95339",0,0,0,0,1,1,0,2,1,5
"95340",1,3,2,2,4,1,2,3,2,6
"95341",1,0,2,1,0,3,1,0,4,2
"95342",3,2,0,0,3,1,1,4,2,7
"95343",2,2,2,1,3,4,1,1,7,5
"95344",0,1,1,3,1,2,3,2,4,2
"95345",1,2,1,3,2,2,0,2,3,4
"95346",4,1,2,3,3,3,1,3,8,5
"95347",0,0,0,1,2,0,0,1,0,3
"95348",2,5,1,4,4,2,1,3,5,7
"95349",1,4,1,2,7,3,4,7,4,10
"95350",1,0,1,2,0,1,0,0,1,0
"95351",2,2,1,5,1,3,1,0,8,2
"95352",0,6,0,2,6,2,2,3,3,8
"95353",0,2,0,1,2,1,0,1,1,5
"95354",0,5,2,1,7,1,2,7,2,12
"95355",3,1,0,2,3,3,1,1,3,3
"95356",1,1,1,2,2,3,1,1,3,2
"95357",0,0,0,0,1,1,1,1,2,1
"95358",1,1,1,2,3,3,1,2,4,5
"95359",1,5,1,4,5,5,3,8,5,12
"95360",0,2,0,2,4,2,1,2,3,6
"95361",2,3,2,3,3,3,1,1,5,3
"95362",4,7,2,4,7,2,3,6,4,8
"95363",2,3,2,3,7,5,1,7,8,11
"95364",2,3,3,3,6,1,3,6,4,8
"95365",3,2,1,3,3,3,1,3,4,4
"95366",2,5,2,3,5,6,1,6,7,7
"95367",1,3,2,2,4,2,3,2,4,5
"95368",3,7,3,1,2,4,2,4,3,7
"95369",2,1,2,1,2,3,2,3,4,5
"95370",1,5,0,1,5,2,2,4,2,5
"95371",3,4,2,1,7,3,3,6,4,8
"95372",2,4,2,1,3,1,3,4,1,4
"95373",6,1,3,6,3,7,2,2,8,5
"95374",1,0,2,1,0,3,1,0,4,2
"95375",0,2,1,1,5,1,1,2,2,6
"95376",1,4,0,3,9,3,3,8,5,14
"95377",2,1,0,1,1,2,0,2,3,2
"95378",3,2,6,6,2,7,1,0,11,6
"95379",3,7,2,3,7,8,3,5,7,8
"95380",1,3,1,2,2,3,0,3,5,4
"95381",5,5,3,7,6,5,2,5,12,9
"95382",1,2,1,1,4,1,1,4,3,8
"95383",2,7,1,2,6,2,6,8,5,13
"95384",2,6,4,3,6,4,4,6,11,6
"95385",2,9,2,5,3,1,4,2,5,4
"95386",3,2,3,4,3,2,4,2,5,5
"95387",6,2,5,4,1,5,1,1,8,3
"95388",3,1,2,0,1,2,1,0,5,2
"95389",1,1,0,2,3,4,1,1,6,4
"95390",1,4,1,1,3,0,2,4,1,5
"95391",2,1,1,3,1,2,0,0,4,2
"95392",1,0,1,1,1,1,0,0,2,3
"95393",1,1,1,0,0,2,0,0,2,0
"95394",0,0,0,0,1,1,2,0,1,3
"95395",0,0,0,0,0,0,0,0,0,0
"95396",0,1,0,0,1,0,0,2,0,2
"95397",0,0,2,0,1,2,0,0,5,1
"95398",0,1,0,1,0,3,0,0,5,3
"95399",1,1,2,1,1,2,1,3,5,5
"95400",1,1,1,2,1,2,2,0,3,1
"95401",2,2,1,1,2,1,2,1,1,4
"95402",2,3,1,3,3,3,2,3,6,5
"95403",0,1,1,0,0,0,0,1,0,0
"95404",0,0,0,0,1,0,0,0,0,1
"95405",1,4,1,2,3,2,1,3,4,3
"95406",0,3,0,1,2,0,1,3,0,3
"95407",4,3,3,3,2,3,2,1,8,3
"95408",3,2,1,5,2,3,1,2,7,8
"95409",1,7,1,2,5,2,2,5,1,6
"95410",0,0,1,0,1,0,2,1,1,3
"95411",2,1,0,2,2,1,1,1,4,2
"95412",0,1,1,0,1,0,0,1,3,2
"95413",1,2,0,0,2,0,0,1,3,5
"95414",0,1,0,0,1,0,1,1,0,2
"95415",0,0,1,0,1,0,0,1,4,3
"95416",1,1,2,1,1,2,1,3,5,5
"95417",2,1,2,1,0,2,1,2,3,1
"95418",0,2,1,4,2,3,1,1,3,4
"95419",3,4,2,4,4,1,2,3,6,6
"95420",0,2,0,0,1,0,1,1,2,2
"95421",3,6,2,4,1,3,1,2,6,3
"95422",2,2,1,0,4,1,2,3,3,4
"95423",4,3,4,5,3,2,1,3,7,4
"95424",0,0,0,0,0,0,0,0,0,0
"95425",0,1,2,2,1,2,0,1,2,1
"95426",1,3,0,2,3,1,1,1,2,4
"95427",0,0,0,0,1,1,2,0,1,3
"95428",0,2,1,1,1,0,0,1,4,2
"95429",1,1,1,2,1,1,2,3,1,5
"95430",0,2,0,1,2,1,0,2,2,2
"95431",1,4,1,2,4,1,2,4,3,7
"95432",0,0,0,1,0,1,1,1,3,1
"95433",2,5,2,3,3,4,1,4,4,4
"95434",2,3,4,3,3,3,1,3,7,4
"95435",2,1,2,1,0,2,1,2,3,1
"95436",2,3,2,3,4,2,3,4,2,6
"95437",2,2,1,1,2,1,2,1,1,4
"95438",2,5,2,3,3,4,1,4,4,4
"95439",8,3,4,3,3,8,3,3,12,7
"95440",0,3,1,0,4,3,4,3,3,6
"95441",1,2,1,2,1,2,1,3,5,3
"95442",1,2,0,1,1,0,1,0,0,2
"95443",2,1,1,1,1,1,1,2,3,5
"95444",2,3,2,5,2,2,2,3,4,3
"95445",0,1,0,1,1,2,0,2,2,1
"95446",0,1,2,0,2,2,1,1,4,3
"95447",0,6,2,0,7,0,2,7,3,10
"95448",1,2,1,2,3,1,1,2,2,5
"95449",1,5,1,4,5,2,2,6,3,7
"95450",1,1,1,2,1,4,0,1,4,2
"95451",3,2,1,4,3,3,4,5,6,8
"95452",2,2,1,1,2,6,2,2,7,3
"95453",1,1,0,2,1,0,1,2,1,5
"95454",2,3,0,3,5,5,2,6,4,9
"95455",2,1,2,3,3,2,2,2,8,3
"95456",1,2,1,2,5,2,3,2,2,7
"95457",4,8,4,4,10,5,2,6,7,10
"95458",2,4,1,1,7,3,2,9,3,14
"95459",2,6,1,2,3,3,0,4,3,6
"95460",3,6,1,7,5,6,2,3,7,10
"95461",3,8,1,1,7,3,2,5,9,7
"95462",1,1,0,1,1,2,1,1,2,3
"95463",3,3,3,4,5,5,2,2,4,7
"95464",1,0,0,2,0,1,0,1,4,1
"95465",5,0,4,4,3,4,2,3,12,7
"95466",3,1,3,0,1,4,1,0,8,3
"95467",2,3,2,5,2,2,2,3,4,3
"95468",2,3,2,1,4,1,3,3,2,5
"95469",2,2,2,2,4,4,2,4,4,5
"95470",1,1,1,2,2,3,0,2,2,4
"95471",0,1,0,0,0,0,1,0,0,3
"95472",2,1,1,3,2,3,2,1,3,4
"95473",0,2,0,1,1,0,0,0,2,2
"95474",1,1,1,3,2,3,2,1,5,3
"95475",3,0,1,1,1,2,0,0,4,2
"95476",2,4,3,3,2,4,0,3,6,5
"95477",3,5,3,7,4,7,3,5,13,6
"95478",1,0,1,1,3,2,1,2,3,5
"95479",0,2,0,0,2,1,2,2,2,5
"95480",2,2,0,1,4,3,2,5,5,5
"95481",2,3,2,4,4,3,2,4,4,5
"95482",4,6,3,2,4,2,3,3,7,5
"95483",3,1,0,4,0,0,0,1,5,3
"95484",2,0,1,1,2,2,0,2,5,2
"95485",3,8,2,4,6,3,4,7,6,8
"95486",2,1,1,1,0,2,1,4,3,3
"95487",6,5,4,6,7,6,5,6,11,11
"95488",1,0,0,2,0,1,0,1,4,1
"95489",2,5,0,0,2,1,0,3,3,4
"95490",5,3,3,2,4,2,4,3,8,6
"95491",4,5,3,4,4,5,2,8,6,10
"95492",5,4,3,3,9,4,4,3,8,9
"95493",4,1,4,3,1,4,2,3,9,5
"95494",1,1,1,0,0,2,1,1,5,3
"95495",0,4,0,3,5,2,2,6,3,7
"95496",2,3,2,5,4,3,1,4,7,7
"95497",0,1,0,0,2,2,1,3,2,4
"95498",0,3,0,1,5,1,2,2,0,7
"95499",3,2,1,3,2,2,1,0,5,6
"95500",7,9,7,9,12,9,6,9,18,19
"95501",4,8,1,3,7,3,2,10,6,17
"95502",6,7,2,6,10,7,3,11,11,17
"95503",1,6,1,1,4,3,3,5,2,8
"95504",0,1,0,1,1,1,0,0,2,2
"95505",0,3,2,1,5,1,3,3,3,7
"95506",1,1,0,2,1,1,1,2,1,4
"95507",6,3,2,7,4,8,1,4,10,5
"95508",2,4,2,2,5,3,3,4,4,9
"95509",3,3,1,2,2,4,4,1,13,8
"95510",1,3,3,2,2,3,2,2,6,3
"95511",2,3,1,2,5,2,3,3,3,5
"95512",3,1,3,5,2,5,1,3,9,4
"95513",0,3,0,2,1,5,1,1,5,1
"95514",5,1,4,5,2,6,2,1,6,2
"95515",4,1,3,6,1,6,2,1,8,3
"95516",4,5,4,5,5,3,4,4,5,9
"95517",3,2,4,3,0,1,1,1,6,2
"95518",3,0,2,3,0,4,1,0,6,1
"95519",1,3,1,2,2,2,2,1,3,2
"95520",0,1,0,0,1,1,1,1,1,1
"95521",8,5,6,11,5,12,3,2,13,5
"95522",2,3,1,1,1,1,4,1,4,2
"95523",2,0,1,2,2,2,2,0,5,6
"95524",4,1,2,3,1,3,0,2,6,3
"95525",3,2,3,4,1,4,0,1,7,2
"95526",9,3,9,8,4,7,4,3,12,5
"95527",2,3,3,4,6,5,5,3,10,7
"95528",2,7,3,3,7,2,5,4,5,8
"95529",0,5,0,2,6,2,4,5,2,7
"95530",1,3,2,1,2,3,0,1,5,3
"95531",3,6,3,1,9,1,4,8,3,14
"95532",3,1,2,4,1,2,1,1,7,3
"95533",1,1,1,1,2,1,0,1,2,2
"95534",2,0,1,2,3,3,0,2,5,3
"95535",2,1,1,3,2,4,1,0,5,3
"95536",1,1,1,1,2,1,0,1,2,2
"95537",0,6,0,1,4,2,0,2,3,5
"95538",3,3,3,2,6,3,2,4,8,9
"95539",3,1,0,0,0,0,1,0,2,3
"95540",4,4,3,6,4,4,4,3,9,7
"95541",1,1,1,1,1,2,1,1,4,1
"95542",0,7,0,1,4,2,3,5,3,5
"95543",2,2,2,2,2,3,2,4,7,4
"95544",4,5,3,5,4,8,2,6,9,9
"95545",5,4,4,3,7,3,3,10,6,16
"95546",1,2,0,1,3,2,1,0,3,4
"95547",1,2,0,1,3,2,2,1,2,5
"95548",0,2,1,0,3,0,1,1,1,3
"95549",3,2,2,3,1,3,2,1,4,4
"95550",1,0,1,2,4,5,1,1,4,6
"95551",6,6,3,7,8,5,5,4,6,12
"95552",2,3,1,2,4,3,3,2,3,5
"95553",8,3,4,7,3,9,4,4,14,7
"95554",2,2,3,2,6,4,2,6,3,6
"95555",5,6,4,4,4,5,2,5,8,6
"95556",1,3,2,2,2,6,2,3,5,7
"95557",0,1,1,2,0,3,0,0,3,1
"95558",3,2,2,2,3,4,3,2,6,6
"95559",1,1,2,3,0,3,0,2,7,3
"95560",1,5,3,1,6,3,0,6,4,7
"95561",6,6,6,5,5,6,3,5,13,8
"95562",1,1,0,2,1,2,1,1,2,1
"95563",0,1,0,0,2,1,1,2,1,3
"95564",1,1,1,1,0,1,0,1,1,1
"95565",11,3,5,14,5,16,7,8,17,13
"95566",4,0,2,3,0,2,1,0,4,3
"95567",2,0,1,2,1,2,0,1,2,1
"95568",3,2,3,4,3,3,3,3,4,6
"95569",1,1,1,0,3,3,0,1,3,5
"95570",7,5,5,7,5,5,3,5,11,10
"95571",0,1,0,0,3,1,1,2,1,5
"95572",4,4,2,3,6,3,3,5,3,9
"95573",5,3,3,4,3,3,3,5,4,6
"95574",0,2,0,0,1,0,1,0,0,1
"95575",2,0,2,3,0,2,3,0,4,2
"95576",0,3,0,0,2,0,1,2,1,4
"95577",2,2,2,1,3,5,0,2,4,4
"95578",0,1,0,0,3,0,2,4,1,7
"95579",4,1,3,8,2,4,0,2,10,6
"95580",4,2,1,5,1,3,2,3,5,2
"95581",1,2,3,1,0,1,0,0,3,0
"95582",4,4,2,6,6,4,4,5,12,8
"95583",1,1,1,2,1,3,0,2,4,1
"95584",3,3,4,5,2,5,2,3,6,5
"95585",0,1,0,0,0,2,1,1,1,1
"95586",2,3,1,1,1,3,2,1,3,1
"95587",3,2,4,4,2,6,2,1,9,3
"95588",2,3,1,0,6,2,1,6,4,8
"95589",0,3,0,1,4,2,1,2,2,7
"95590",0,0,0,0,1,0,1,0,0,2
"95591",1,1,2,0,1,1,1,2,3,2
"95592",1,2,0,3,1,2,2,2,3,4
"95593",4,1,3,4,2,4,1,1,8,1
"95594",2,0,1,0,1,2,1,1,6,1
"95595",0,0,1,0,2,2,0,2,4,2
"95596",2,3,1,2,0,1,1,0,3,3
"95597",3,4,2,2,2,2,3,2,2,5
"95598",2,4,0,2,6,0,4,4,0,8
"95599",2,3,2,1,2,2,1,3,6,3
"95600",0,0,0,1,1,1,0,1,2,1
"95601",0,1,0,1,2,0,1,2,1,2
"95602",3,2,2,2,2,1,2,3,3,3
"95603",2,4,1,3,3,1,1,3,3,6
"95604",2,1,1,2,2,2,0,1,4,5
"95605",4,3,3,2,7,4,6,6,10,10
"95606",0,0,0,0,1,0,0,1,0,2
"95607",1,0,1,2,0,2,1,0,5,0
"95608",2,0,2,1,0,3,1,0,3,1
"95609",1,1,0,1,1,2,0,1,1,3
"95610",4,7,1,4,6,3,3,6,5,9
"95611",1,2,1,0,1,3,0,0,2,1
"95612",2,2,0,4,1,5,1,4,6,5
"95613",3,4,2,1,4,2,4,3,6,6
"95614",2,5,2,4,6,6,5,7,6,11
"95615",1,0,2,2,2,1,0,1,3,3
"95616",2,7,2,2,5,4,4,3,4,6
"95617",2,6,2,3,4,2,1,3,2,6
"95618",3,3,2,3,5,4,4,3,6,9
"95619",0,3,1,0,1,1,1,1,2,1
"95620",1,3,0,2,4,2,3,5,4,11
"95621",2,3,0,2,1,1,1,1,3,2
"95622",0,0,0,0,0,0,0,0,0,1
"95623",0,2,0,1,3,1,0,3,1,3
"95624",1,1,1,0,0,1,0,0,1,0
"95625",1,1,2,1,0,1,0,0,2,0
"95626",1,1,1,1,3,0,1,2,1,4
"95627",1,7,2,1,5,2,4,6,3,7
"95628",0,3,1,3,3,1,1,1,3,3
"95629",3,0,0,0,1,0,0,0,3,3
"95630",2,2,2,3,1,2,2,2,2,3
"95631",3,3,2,4,5,3,5,3,9,7
"95632",1,3,1,1,2,1,1,2,2,4
"95633",0,2,0,0,2,2,1,1,2,3
"95634",2,7,3,3,8,2,5,5,5,10
"95635",3,6,5,4,4,6,6,3,15,5
"95636",4,2,3,5,1,4,1,2,7,2
"95637",3,1,2,3,3,4,1,1,3,3
"95638",0,2,1,0,0,2,0,1,2,2
"95639",1,1,1,3,3,1,0,2,1,4
"95640",1,1,1,1,2,1,0,1,2,2
"95641",4,1,3,4,0,3,3,0,6,2
"95642",2,3,1,1,1,3,2,1,5,5
"95643",5,3,2,7,4,5,5,2,6,7
"95644",3,4,1,3,5,4,5,5,6,8
"95645",0,4,0,0,3,1,2,2,1,3
"95646",1,1,1,1,2,1,0,1,2,2
"95647",2,1,1,2,4,2,2,4,5,9
"95648",0,2,1,0,1,1,0,0,2,1
"95649",2,5,1,3,6,2,4,8,4,7
"95650",3,3,2,4,3,2,0,4,4,9
"95651",4,3,2,6,6,2,3,4,5,12
"95652",0,1,0,1,0,0,0,0,2,3
"95653",2,1,1,2,1,5,2,1,6,4
"95654",0,3,0,1,3,0,0,2,1,4
"95655",1,3,1,1,2,3,0,3,1,3
"95656",2,3,1,2,3,4,1,3,3,7
"95657",3,5,3,4,4,5,5,6,5,8
"95658",2,1,0,1,2,2,1,2,2,3
"95659",2,2,2,2,5,3,1,1,3,7
"95660",2,6,1,3,6,7,5,6,8,9
"95661",0,0,0,0,0,0,1,0,0,0
"95662",2,3,1,3,3,5,2,1,5,5
"95663",1,4,0,4,3,1,0,2,3,8
"95664",1,3,1,2,4,2,4,6,3,6
"95665",4,3,4,6,4,6,4,5,6,6
"95666",2,4,0,2,3,0,2,2,3,7
"95667",1,4,1,1,3,2,3,3,4,3
"95668",2,5,1,0,2,2,4,3,5,8
"95669",2,8,1,3,4,2,4,8,3,13
"95670",1,3,2,1,4,2,2,3,4,6
"95671",1,6,1,2,7,2,2,6,1,11
"95672",1,0,0,1,0,0,0,0,4,0
"95673",1,1,1,2,2,1,2,1,3,3
"95674",3,6,3,1,9,1,4,8,3,14
"95675",2,7,1,2,9,2,3,5,2,11
"95676",3,2,2,1,4,5,0,3,6,6
"95677",0,1,0,1,0,1,0,0,1,1
"95678",1,2,0,1,1,3,1,0,3,2
"95679",2,3,1,3,1,2,1,0,6,2
"95680",1,3,0,0,1,2,1,4,5,5
"95681",5,3,5,6,2,7,1,5,9,7
"95682",2,3,1,2,4,3,3,2,3,5
"95683",1,3,1,1,4,2,2,4,1,6
"95684",4,7,5,5,5,4,4,10,10,9
"95685",3,1,0,2,1,3,2,3,3,4
"95686",0,2,1,2,1,2,1,3,3,5
"95687",3,2,2,3,6,2,5,3,6,9
"95688",1,2,2,1,2,3,0,2,3,4
"95689",0,4,1,1,4,3,0,2,2,7
"95690",0,0,2,0,0,0,0,2,3,3
"95691",2,3,1,0,0,2,0,0,3,3
"95692",0,0,1,0,0,1,0,0,2,0
"95693",1,1,1,1,2,1,0,1,1,2
"95694",0,2,0,0,2,0,0,3,2,4
"95695",1,1,1,1,1,1,1,1,1,2
"95696",2,1,3,3,2,3,3,0,7,4
"95697",3,2,0,2,4,2,1,4,5,7
"95698",1,2,0,0,2,1,1,2,5,5
"95699",3,3,2,4,2,4,2,2,6,3
"95700",3,2,2,4,3,3,1,2,7,5
"95701",4,4,3,2,8,2,2,11,5,17
"95702",4,3,1,4,4,4,2,3,5,7
"95703",2,3,3,4,6,5,5,3,10,7
"95704",4,2,3,4,2,4,3,1,7,5
"95705",1,1,1,2,2,0,0,3,3,6
"95706",2,3,2,3,5,4,1,2,5,7
"95707",1,1,1,3,2,1,2,2,1,2
"95708",0,3,0,0,3,1,3,2,1,4
"95709",2,8,1,3,4,4,6,4,4,4
"95710",3,0,0,3,2,2,0,1,2,3
"95711",2,5,2,2,6,5,2,5,3,9
"95712",3,1,1,2,1,1,1,0,2,2
"95713",5,3,3,4,3,3,3,5,4,6
"95714",6,7,3,3,6,3,3,6,6,9
"95715",4,2,2,3,4,1,5,1,6,7
"95716",3,3,2,2,2,4,2,2,5,4
"95717",0,5,0,0,7,2,3,6,3,9
"95718",3,2,3,5,6,5,5,4,8,7
"95719",2,3,3,3,2,2,1,2,4,4
"95720",1,1,0,1,3,2,1,2,1,3
"95721",0,2,0,0,0,0,1,1,0,2
"95722",3,3,0,2,1,2,0,1,4,5
"95723",1,2,1,1,0,1,0,1,1,1
"95724",2,2,1,1,2,2,0,2,3,5
"95725",0,4,0,2,1,2,1,2,2,1
"95726",4,2,1,4,3,5,2,2,8,11
"95727",1,0,0,3,0,2,0,1,2,1
"95728",0,0,0,1,1,0,0,1,0,2
"95729",2,1,3,4,3,4,3,4,5,5
"95730",1,1,1,1,3,2,1,1,2,3
"95731",0,1,0,0,3,0,0,3,0,5
"95732",0,1,0,0,3,2,1,2,3,7
"95733",6,2,1,4,2,4,5,2,8,6
"95734",0,0,0,0,2,0,1,1,1,2
"95735",1,4,0,1,4,2,2,3,3,6
"95736",2,2,3,5,1,3,1,0,5,2
"95737",1,4,0,3,2,3,3,2,5,4
"95738",3,1,2,3,3,6,2,2,9,4
"95739",2,2,0,4,1,3,0,1,5,2
"95740",2,3,2,3,4,2,1,1,4,7
"95741",1,4,2,4,2,3,0,2,3,4
"95742",2,6,1,0,5,1,3,8,3,10
"95743",4,4,4,5,6,6,5,8,7,11
"95744",3,2,1,2,1,3,2,2,2,2
"95745",2,0,1,2,3,3,0,2,5,3
"95746",1,2,1,3,2,3,1,1,3,3
"95747",5,6,2,9,7,6,1,8,11,13
"95748",0,3,0,0,4,2,2,3,0,7
"95749",0,2,0,4,2,2,1,2,4,3
"95750",1,2,0,1,3,1,0,1,1,5
"95751",1,3,1,1,4,2,2,3,3,6
"95752",0,3,0,0,3,1,2,4,2,6
"95753",1,4,1,2,3,5,2,1,6,6
"95754",1,2,0,2,1,1,1,0,5,3
"95755",1,1,1,4,2,4,1,1,4,3
"95756",0,3,0,3,3,4,2,5,8,7
"95757",4,5,3,8,2,3,4,5,9,11
"95758",2,0,1,2,3,3,0,2,3,6
"95759",1,7,1,2,5,2,3,4,2,8
"95760",2,1,1,2,2,3,0,3,3,6
"95761",2,1,1,1,3,2,2,2,3,5
"95762",1,4,3,5,3,5,2,3,9,7
"95763",2,1,1,3,3,2,0,1,2,6
"95764",1,4,2,3,2,2,2,4,4,5
"95765",2,4,0,1,3,1,3,3,2,4
"95766",1,2,1,3,2,3,1,1,3,3
"95767",3,2,2,3,1,3,2,1,4,4
"95768",1,2,1,2,3,1,2,2,3,5
"95769",2,3,1,3,3,5,2,1,5,5
"95770",0,2,1,0,3,0,1,1,1,3
"95771",2,4,0,1,3,1,3,3,2,4
"95772",0,1,0,0,3,2,1,2,3,7
"95773",0,3,1,3,3,1,1,1,3,3
"95774",4,5,3,5,4,8,2,6,9,9
"95775",3,2,2,3,6,2,5,3,6,9
"95776",0,1,0,1,0,0,0,0,2,3
"95777",2,4,2,4,7,4,1,6,6,10
"95778",2,1,1,2,4,2,2,4,5,9
"95779",2,1,3,3,2,3,3,0,7,4
"95780",0,3,0,0,4,2,2,3,0,7
"95781",2,1,0,1,2,2,1,2,2,3
"95782",0,4,1,1,4,3,0,2,2,7
"95783",2,1,2,2,3,3,0,2,6,3
"95784",4,1,3,8,2,4,0,2,10,6
"95785",4,3,2,5,4,6,3,2,9,6
"95786",2,3,1,1,2,1,3,3,3,2
"95787",2,0,1,0,1,2,1,1,6,1
"95788",2,3,1,2,4,3,3,2,3,5
"95789",4,4,2,4,7,8,4,4,5,11
"95790",1,1,1,1,2,1,0,1,2,2
"95791",5,3,5,6,3,8,1,4,12,7
"95792",2,3,1,1,2,1,3,3,3,2
"95793",5,6,4,4,4,5,2,5,8,6
"95794",2,2,2,1,3,5,0,2,4,4
"95795",1,1,0,1,1,2,0,1,1,3
"95796",2,2,2,2,1,4,0,1,4,4
"95797",0,3,1,0,1,3,2,1,4,2
"95798",2,3,1,1,2,1,3,3,3,2
"95799",4,3,2,5,4,6,3,2,9,6
"95800",1,2,1,2,3,1,2,2,3,5
"95801",2,1,1,1,2,0,1,4,6,6
"95802",4,4,2,4,7,8,4,4,5,11
"95803",0,0,1,1,2,2,0,2,3,3
"95804",2,4,2,4,7,4,1,6,6,10
"95805",2,2,2,2,1,4,0,1,4,4
"95806",3,3,4,3,2,3,2,1,4,2
"95807",2,1,2,2,3,3,0,2,6,3
"95808",1,1,1,1,2,0,1,2,2,3
"95809",1,4,0,3,4,2,1,4,4,6
"95810",3,1,3,2,3,2,3,1,6,4
"95811",3,1,3,4,1,6,2,1,6,1
"95812",3,1,1,2,3,4,1,4,4,7
"95813",1,3,0,0,3,1,4,4,2,7
"95814",1,2,1,2,5,3,2,4,2,8
"95815",0,3,0,3,1,2,1,1,1,3
"95816",1,2,1,1,3,3,3,2,2,5
"95817",3,1,3,6,2,6,2,3,8,3
"95818",0,1,0,0,1,1,1,2,3,6
"95819",3,1,0,0,0,0,1,0,2,3
"95820",1,3,0,1,3,1,1,0,1,8
"95821",0,4,0,1,5,1,1,2,0,6
"95822",1,0,2,2,2,3,2,3,4,4
"95823",1,0,0,2,1,2,2,0,2,2
"95824",3,3,2,3,2,2,1,1,4,2
"95825",0,6,0,1,4,2,0,2,3,5
"95826",1,2,0,0,2,0,0,2,1,5
"95827",1,1,1,1,2,1,0,1,2,2
"95828",2,3,2,2,2,2,1,3,3,6
"95829",2,4,0,1,3,1,3,3,2,4
"95830",1,2,2,3,4,5,4,1,6,5
"95831",2,1,2,2,1,5,3,1,5,3
"95832",5,3,5,6,3,8,1,4,12,7
"95833",2,2,1,1,6,3,1,2,2,9
"95834",1,4,0,1,4,1,3,4,3,8
"95835",0,0,0,1,1,2,0,0,1,2
"95836",2,3,3,3,2,6,2,3,5,7
"95837",4,4,0,5,3,4,3,2,8,9
"95838",3,4,2,3,4,3,3,3,6,5
"95839",3,2,4,2,5,3,2,4,11,7
"95840",4,5,5,5,4,3,2,6,7,9
"95841",7,8,5,6,5,2,5,4,6,10
"95842",1,6,3,2,4,4,1,8,9,8
"95843",3,5,2,4,2,3,2,4,5,8
"95844",3,2,1,4,3,3,1,3,8,8
"95845",3,4,5,4,7,5,5,5,9,14
"95846",5,9,4,7,7,6,5,4,10,10
"95847",4,5,2,5,4,3,4,3,7,6
"95848",3,3,1,4,6,1,3,6,8,11
"95849",6,4,6,6,3,4,2,4,9,8
"95850",4,4,4,4,6,5,3,9,9,10
"95851",0,0,0,0,0,1,0,0,2,1
"95852",7,8,6,6,4,6,5,6,8,10
"95853",2,4,0,2,5,0,2,5,4,7
"95854",0,3,0,1,5,0,1,4,0,6
"95855",2,4,0,2,5,0,2,5,4,7
"95856",5,1,6,4,1,3,1,0,13,3
"95857",4,5,2,3,6,7,4,6,7,11
"95858",2,3,1,1,4,1,2,4,1,5
"95859",1,8,2,6,5,4,2,6,4,11
"95860",1,3,0,1,4,0,1,3,2,4
"95861",8,4,3,5,5,3,3,2,8,6
"95862",1,2,1,2,1,2,2,1,7,6
"95863",0,2,0,0,1,0,1,2,1,3
"95864",5,6,0,5,5,3,1,4,5,9
"95865",0,0,1,0,0,1,1,0,2,1
"95866",3,2,1,3,1,2,2,1,5,5
"95867",2,1,1,2,1,3,1,3,5,4
"95868",4,2,3,4,2,3,2,3,7,2
"95869",4,1,2,3,2,1,1,3,4,3
"95870",3,3,2,2,2,1,1,2,5,4
"95871",4,3,4,8,3,8,1,6,16,5
"95872",1,5,4,3,3,2,3,5,3,6
"95873",4,1,3,5,0,2,1,0,6,2
"95874",2,5,2,6,6,3,3,9,12,10
"95875",1,2,1,1,3,4,0,2,2,5
"95876",6,6,5,6,4,7,1,5,10,5
"95877",5,8,5,7,6,6,5,3,14,12
"95878",3,5,1,5,5,1,4,8,9,12
"95879",3,2,3,3,3,4,0,3,6,8
"95880",2,7,3,2,3,1,2,6,5,7
"95881",7,2,4,5,9,7,2,4,9,13
"95882",8,8,6,6,10,5,8,8,10,13
"95883",4,6,6,5,6,6,7,5,8,15
"95884",1,8,3,3,6,4,5,7,6,10
"95885",3,6,5,6,5,4,3,8,11,10
"95886",7,5,6,9,6,12,3,4,12,8
"95887",2,6,3,5,7,3,3,6,7,11
"95888",3,5,3,4,2,3,2,4,4,7
"95889",3,2,3,5,6,5,3,6,10,6
"95890",1,3,0,2,4,2,5,1,4,5
"95891",2,3,1,2,3,2,3,2,2,5
"95892",4,2,2,4,1,4,0,3,4,5
"95893",6,3,5,5,3,5,2,2,7,4
"95894",2,6,2,3,7,5,5,5,9,8
"95895",2,2,3,3,1,1,2,1,5,1
"95896",4,4,1,7,2,2,1,3,7,7
"95897",4,3,5,7,3,6,3,4,13,8
"95898",3,2,5,4,0,4,1,2,9,4
"95899",1,1,0,1,1,1,2,1,2,1
"95900",3,4,2,2,5,3,4,4,4,5
"95901",3,5,3,2,5,3,1,4,5,8
"95902",2,5,2,4,2,2,1,2,3,4
"95903",4,3,1,5,2,1,0,1,7,3
"95904",4,3,0,4,3,1,0,2,4,5
"95905",0,2,0,0,1,0,1,2,1,3
"95906",6,5,7,7,5,7,2,4,10,8
"95907",3,4,3,4,3,3,1,2,6,5
"95908",1,7,2,2,8,3,3,6,6,10
"95909",1,1,1,2,4,1,1,4,3,8
"95910",6,6,3,5,5,8,2,6,8,7
"95911",6,6,3,9,7,6,4,3,11,15
"95912",4,2,2,5,2,5,4,1,10,6
"95913",5,6,4,4,8,5,3,7,12,16
